neighbourhood_id,category,name,lat,lon
VAN_DT,restaurants,Smokehouse Sandwich Co,49.2842686,-123.1197597
VAN_DT,restaurants,JoongWon,49.2873953,-123.128838
VAN_DT,restaurants,Chongqing on Robson,49.2865534,-123.128081
VAN_DT,restaurants,Stepho's Souvlaki Greek Tavern,49.287665,-123.12925
VAN_DT,restaurants,Chosun Korean BBQ,49.2873464,-123.1283402
VAN_DT,restaurants,Miko Sushi,49.2874858,-123.12898
VAN_DT,restaurants,Cora,49.2875631,-123.129718
VAN_DT,restaurants,Hello Kitty Cafe,49.2866143,-123.1281928
VAN_DT,restaurants,Little Cafe,49.2865379,-123.1280477
VAN_DT,restaurants,Abode,49.2863846,-123.1272393
VAN_DT,restaurants,Dinesty Dumpling House,49.2907725,-123.134078
VAN_DT,restaurants,McDonald's,49.2906218,-123.133851
VAN_DT,restaurants,Momo Sushi,49.2862529,-123.1276348
VAN_DT,restaurants,Hello Nori,49.2856233,-123.1261012
VAN_DT,restaurants,Kirin Restaurant,49.2863249,-123.1255978
VAN_DT,restaurants,Paris Baguette,49.2859029,-123.1249177
VAN_DT,restaurants,A&W,49.2860548,-123.125171
VAN_DT,restaurants,Subway,49.2860886,-123.125231
VAN_DT,restaurants,Fantacity Karaoke,49.28525,-123.125406
VAN_DT,restaurants,Starbucks,49.2876133,-123.114923
VAN_DT,restaurants,NeNe Chicken,49.2821191,-123.133662
VAN_DT,restaurants,The Italians,49.2814778,-123.133602
VAN_DT,restaurants,Pistachio Sweetery Cafe,49.2820397,-123.1166207
VAN_DT,restaurants,Chakra Indian Restaurant,49.2821231,-123.116481
VAN_DT,restaurants,Dingding Restaurant,49.2820874,-123.1165418
VAN_DT,restaurants,Pokérrito,49.2826167,-123.1151176
VAN_DT,restaurants,Dae Ji,49.2826768,-123.1147158
VAN_DT,restaurants,The Venti Coffee,49.2826109,-123.114622
VAN_DT,restaurants,Wow Full Noodle House,49.2825668,-123.114555
VAN_DT,restaurants,Mirai Sushi,49.2813057,-123.10797
VAN_DT,restaurants,Subway,49.2908865,-123.1342622
VAN_DT,restaurants,Liuyishou Hotpot Robson,49.2890564,-123.1320225
VAN_DT,restaurants,Pressato,49.2792232,-123.116826
VAN_DT,restaurants,Cardero's,49.2915693,-123.127516
